32 71
4 0 10
31 0 7
0 22 7
0 13 9
0 29 8
1 3 19
1 25 16
1 13 4
1 29 6
1 23 9
2 18 16
4 2 17
31 2 6
25 2 16
10 2 14
19 3 2
3 20 1
28 3 2
7 3 16
22 3 20
3 6 8
4 19 9
30 4 8
22 4 6
17 4 15
4 13 13
4 23 14
5 20 15
5 24 13
5 7 19
30 6 6
7 19 20
7 14 13
8 11 7
11 9 19
26 9 4
9 25 18
24 10 3
10 28 1
21 10 5
19 11 14
31 11 10
11 23 13
30 12 14
18 13 2
14 13 8
13 21 1
19 14 12
23 14 3
31 15 4
22 15 6
27 15 12
29 15 15
15 23 8
26 16 18
17 22 13
17 29 4
18 19 18
28 19 7
19 23 14
24 20 16
20 28 14
22 20 10
25 20 20
20 29 6
22 23 20
23 25 6
27 24 11
29 25 11
26 29 18
31 30 13
12 16
