36 95
0 26 12
17 0 6
35 0 2
24 0 12
0 1 5
0 18 7
4 0 18
17 1 15
10 1 5
1 21 9
1 25 17
30 1 1
33 1 13
31 1 5
6 1 15
20 2 9
2 11 16
27 2 5
2 21 5
2 7 4
23 2 11
6 2 12
2 16 15
24 3 16
3 11 1
31 3 7
33 4 8
8 4 3
35 5 9
5 13 1
22 5 17
18 6 9
34 6 8
15 6 9
7 32 10
21 7 15
29 7 7
18 7 15
15 7 7
7 22 3
31 7 12
8 7 2
10 8 9
8 35 20
32 8 13
27 8 19
13 8 1
14 8 11
8 12 1
31 8 11
19 8 14
13 9 12
9 33 1
10 19 2
17 11 8
11 28 20
12 21 4
12 18 10
12 34 8
26 13 13
13 24 13
13 25 2
22 13 1
35 14 20
14 18 3
25 14 7
14 19 2
30 15 13
15 33 18
15 19 2
16 27 12
16 29 1
18 16 17
20 18 20
18 27 14
21 18 2
18 28 16
19 18 9
35 20 3
25 20 4
26 21 19
22 21 15
32 22 9
33 22 6
28 22 3
35 23 2
31 24 10
25 35 1
31 26 10
29 27 19
34 27 5
33 27 8
33 28 2
30 31 18
32 35 14
17 29
