35 72
9 0 18
2 0 16
0 15 19
18 0 19
2 1 19
1 22 7
15 1 4
16 1 14
22 2 13
8 2 1
20 2 17
28 2 15
7 2 18
3 4 3
18 3 6
32 4 9
8 4 10
30 4 2
12 4 19
24 4 4
23 5 8
18 5 2
29 5 9
5 31 2
28 5 20
7 5 18
6 27 2
23 7 15
7 20 12
7 30 15
12 7 1
16 7 5
23 8 8
8 34 13
8 18 11
28 8 5
9 14 5
9 29 9
9 24 20
26 10 16
10 18 1
34 11 20
11 24 8
23 12 8
21 12 20
12 32 18
13 12 5
18 12 6
17 13 14
13 23 20
13 29 14
13 16 1
14 21 20
14 28 8
15 29 9
22 16 3
22 17 8
19 17 6
30 17 20
17 33 2
18 25 20
32 21 3
21 30 18
24 21 15
22 25 20
22 28 5
32 24 10
32 25 12
26 32 10
29 26 8
27 30 6
33 30 5
33 10
