37 115
26 0 4
3 0 8
0 4 18
0 6 5
0 30 2
20 0 17
0 17 4
0 7 6
2 0 7
31 1 3
1 27 3
1 3 1
30 1 20
1 25 1
22 1 10
1 17 1
1 5 10
1 7 16
14 2 20
29 2 4
22 2 5
2 17 19
26 3 16
31 3 5
3 27 18
28 3 6
3 36 17
3 14 2
3 21 11
3 23 8
35 3 18
17 3 1
24 3 1
34 3 19
4 18 5
4 28 18
4 9 6
4 7 18
28 5 1
9 5 8
5 11 17
5 36 5
5 17 8
5 13 6
31 6 14
15 6 17
36 6 7
7 26 6
7 19 3
7 20 2
26 8 11
18 8 14
8 15 2
8 12 5
8 14 4
8 29 13
8 21 14
9 15 9
9 14 18
21 9 19
10 11 2
10 36 20
22 10 7
23 10 14
17 10 4
24 10 17
16 10 7
11 12 2
11 22 14
11 20 10
25 12 7
14 12 7
24 12 15
15 13 12
13 21 13
13 23 15
13 34 5
14 30 18
25 14 8
14 29 6
14 24 19
31 15 5
18 15 7
22 15 15
15 35 3
15 33 11
17 15 4
17 24 17
28 18 18
36 18 13
20 18 5
34 18 15
27 19 7
19 30 13
19 29 9
19 21 6
34 19 12
29 20 17
21 20 3
22 20 17
23 20 4
22 21 12
21 35 16
33 21 14
31 22 5
30 22 18
23 22 17
23 26 4
25 24 1
24 33 16
34 24 18
28 31 6
28 36 12
32 35 14
33 35 6
32 16
