39 152
28 0 2
12 0 12
0 3 1
0 8 13
11 0 19
35 0 20
30 0 4
1 0 5
0 17 19
0 13 2
31 0 12
0 14 8
36 0 14
10 1 19
1 33 19
12 2 5
2 7 9
10 2 2
19 2 6
5 2 5
2 4 20
2 11 18
2 35 11
33 2 8
2 31 6
15 2 4
2 24 15
3 27 6
3 12 16
3 21 8
3 4 7
3 34 14
3 16 14
13 3 16
36 3 2
15 3 18
27 4 6
28 4 9
4 26 10
4 16 7
17 4 14
4 14 16
27 5 16
5 7 15
34 5 5
33 5 8
5 25 18
24 5 16
6 20 20
7 6 3
12 7 12
7 20 8
7 8 17
7 9 17
7 33 4
7 13 8
8 38 17
8 11 11
8 35 18
8 13 10
8 15 9
22 9 3
19 9 17
35 9 5
9 30 15
9 17 17
27 10 14
10 22 11
10 30 12
23 10 6
25 10 15
10 17 13
32 10 17
14 10 3
11 38 16
11 20 18
22 11 12
11 33 10
16 11 12
11 25 1
31 11 10
36 11 19
27 12 4
12 13 1
31 12 4
24 12 6
13 22 12
34 13 10
35 13 3
13 15 18
14 21 16
16 14 4
25 14 16
15 28 10
15 16 8
30 15 8
15 24 1
34 16 10
16 18 9
16 17 20
36 16 18
17 27 15
22 17 18
19 17 8
33 17 9
17 24 10
18 37 8
18 19 9
34 18 19
18 23 17
22 19 6
19 37 7
19 33 18
20 26 17
20 25 2
36 20 13
24 20 16
28 21 7
21 24 20
27 22 9
28 22 12
22 38 8
29 22 13
22 35 19
35 23 7
30 23 4
23 36 16
24 31 11
25 28 18
38 25 10
29 25 3
25 33 17
31 25 14
26 32 4
27 34 10
35 27 14
31 27 2
32 28 17
29 37 1
29 30 7
32 29 11
30 37 10
30 35 11
32 38 14
37 32 19
32 36 3
33 37 13
34 33 16
36 34 16
35 36 7
36 38 5
38 37 1
18 6
