39 118
30 0 12
0 3 3
0 16 4
0 38 3
29 0 11
0 37 7
0 1 12
13 1 4
19 1 9
3 1 19
1 9 10
12 1 13
31 2 6
2 7 5
2 19 11
2 14 19
17 2 10
2 4 1
2 25 12
14 3 13
3 23 11
38 3 19
3 24 4
3 33 10
3 12 13
31 4 1
4 30 5
4 29 5
37 4 3
4 20 1
33 4 16
27 4 12
12 4 20
10 5 11
26 5 11
19 6 10
6 30 11
6 14 8
6 33 17
6 27 8
6 12 4
13 7 13
7 24 2
7 20 12
7 15 9
26 8 17
8 29 2
8 15 12
25 8 7
26 9 7
14 9 20
32 9 8
21 9 17
25 9 19
10 16 1
10 24 2
10 22 18
10 20 6
33 10 3
15 10 8
18 10 15
11 30 8
16 11 1
15 11 19
11 32 10
12 15 16
35 13 10
38 13 7
31 14 10
14 37 9
15 14 11
15 17 3
16 31 19
16 29 16
26 17 10
17 19 2
17 23 15
17 38 8
17 22 6
17 21 2
18 30 17
36 18 10
21 18 8
30 19 12
19 38 7
29 19 1
22 19 1
28 19 17
21 19 3
20 26 15
38 20 19
33 20 20
36 21 10
28 21 6
21 33 11
24 22 6
22 37 6
22 33 9
23 30 11
23 29 18
24 36 15
33 24 20
24 27 12
24 32 17
27 25 20
29 26 4
32 26 8
33 27 12
29 36 13
34 29 16
31 30 9
30 36 15
38 31 5
31 37 18
32 35 16
33 32 9
34 37 1
36 37 12
15 27
