34 82
0 26 20
32 0 17
0 16 8
0 4 2
30 0 6
0 20 18
0 9 7
0 22 1
31 1 16
1 18 20
1 14 2
1 4 2
30 1 4
9 1 7
11 1 20
1 22 8
27 2 9
9 2 10
11 2 15
2 22 6
16 3 10
20 3 16
4 8 18
13 4 7
7 4 18
5 20 14
25 5 18
19 6 7
13 6 9
6 28 6
6 23 1
6 9 19
7 21 12
7 8 11
7 22 7
31 8 14
8 28 10
8 9 12
8 11 4
18 9 7
9 26 5
9 25 11
10 31 4
10 16 15
10 25 7
24 10 14
26 11 16
31 12 4
12 14 3
27 12 18
24 12 2
19 13 9
14 31 12
14 16 11
19 14 4
23 14 16
22 14 13
26 15 6
21 15 20
15 17 1
28 15 2
33 15 3
15 29 11
15 22 9
16 27 4
16 23 10
17 26 8
17 21 16
18 19 14
18 23 20
25 18 18
24 18 16
22 18 15
31 19 15
23 19 2
20 21 15
20 33 6
27 21 4
32 23 19
28 23 2
30 25 12
31 30 6
27 8
