32 97
16 0 7
0 4 7
18 0 6
0 30 3
5 0 17
13 0 11
9 0 11
0 22 13
29 0 8
1 2 5
18 1 3
28 1 19
31 1 15
13 1 11
24 1 4
1 3 8
11 2 7
2 17 2
2 12 17
3 18 13
3 10 18
3 24 14
19 3 7
8 3 8
15 4 8
4 10 7
4 22 10
4 8 13
5 11 18
5 10 20
5 12 10
5 21 1
20 5 1
25 5 4
6 16 12
18 6 10
28 6 11
24 6 18
7 11 2
15 7 11
7 17 4
27 7 5
28 7 7
22 7 17
24 7 9
19 7 14
8 30 10
12 8 17
8 25 12
17 9 7
23 9 9
21 9 8
25 9 9
9 19 1
26 10 16
10 17 1
18 10 1
10 21 8
14 11 20
21 11 13
19 11 20
29 11 12
12 26 20
17 12 6
12 23 2
12 22 10
13 21 9
25 13 15
29 13 7
17 14 20
14 18 16
27 14 6
29 14 10
15 28 15
21 15 15
16 18 5
21 16 15
19 16 8
21 17 18
25 17 6
18 23 4
20 18 14
26 19 20
19 31 3
19 21 7
19 22 18
27 20 9
25 20 12
21 22 1
29 21 16
23 22 4
22 25 17
23 27 16
28 25 3
28 26 6
28 27 10
30 31 13
27 30
