33 87
0 8 15
0 12 10
0 28 9
30 0 6
1 2 1
17 1 10
1 13 16
2 16 8
2 18 11
2 20 6
11 2 19
2 14 3
4 3 17
29 3 14
9 3 5
3 11 4
14 3 20
3 30 9
4 32 6
4 11 14
30 4 16
5 32 16
28 5 17
17 5 7
12 6 13
18 6 13
6 24 13
8 7 19
32 7 12
7 10 12
7 29 6
18 7 8
20 7 4
9 7 17
7 31 17
14 7 3
17 7 17
7 30 12
27 8 18
8 32 17
21 8 1
9 8 11
22 9 19
9 27 20
9 19 8
10 22 13
10 29 20
11 16 10
28 11 19
11 17 16
12 32 6
25 12 12
13 23 16
13 28 15
20 13 3
14 16 6
20 14 11
15 22 13
27 15 15
15 25 1
28 15 4
15 20 19
15 30 12
18 16 16
19 16 1
30 16 8
17 19 1
22 18 20
32 18 5
18 20 1
32 19 15
19 21 20
20 19 2
20 25 1
30 20 9
21 31 20
27 22 5
25 22 10
32 23 3
32 24 1
24 29 17
26 24 18
27 25 2
28 26 18
26 30 9
32 28 16
29 30 16
21 6
