37 100
0 12 1
0 35 19
23 0 4
25 0 8
3 0 2
1 8 2
1 19 17
31 1 20
2 1 17
30 1 13
11 1 1
21 1 5
20 1 20
2 34 5
14 2 10
27 2 16
3 14 12
3 27 16
3 20 9
22 4 10
4 19 5
4 33 18
4 16 8
4 9 7
27 4 4
4 21 5
5 12 14
5 8 3
16 5 12
36 5 11
5 30 4
6 28 19
8 6 20
6 22 8
6 34 4
29 6 2
12 7 4
7 28 3
19 7 17
7 31 18
15 7 18
7 11 8
7 13 3
8 33 15
16 8 9
29 8 5
27 8 17
19 9 3
33 9 18
9 16 13
9 15 19
18 9 19
9 11 4
29 9 11
10 24 6
10 23 5
10 33 5
10 27 19
11 25 20
31 11 7
11 30 3
11 14 11
29 11 10
33 12 1
12 27 9
13 12 13
19 13 6
14 31 17
15 25 11
33 15 5
18 16 13
27 16 12
21 16 6
28 17 15
25 17 17
17 19 15
29 17 1
18 35 1
34 18 4
28 19 7
22 19 12
19 25 19
33 19 20
19 34 18
21 33 5
21 30 16
22 28 16
25 22 19
22 33 8
22 36 8
25 30 20
36 26 20
26 30 6
26 27 9
35 27 5
30 27 15
34 30 14
31 35 16
36 31 11
33 32 3
16 20
