35 76
0 16 7
19 0 1
0 25 7
0 14 2
1 0 3
3 1 4
2 13 13
2 11 3
19 2 17
2 32 4
2 33 13
23 2 6
3 11 9
3 18 8
3 14 19
33 3 10
4 7 11
24 4 12
4 13 5
19 4 15
4 23 15
16 5 19
28 5 17
13 6 7
10 6 11
6 25 8
30 7 18
8 13 9
15 8 11
29 8 6
23 8 19
9 22 4
27 9 10
9 29 14
10 9 2
34 9 5
19 9 16
14 9 2
10 13 11
17 10 8
27 10 15
19 10 2
31 10 5
19 11 4
33 11 7
11 23 17
12 24 12
12 17 16
12 27 12
12 20 11
12 33 18
13 18 20
27 14 1
30 14 19
14 20 17
14 33 9
22 15 11
15 30 9
25 15 16
15 20 19
28 15 2
16 26 15
16 33 1
17 24 7
27 17 20
17 19 2
18 26 6
19 22 14
32 19 8
20 19 12
20 28 8
21 26 6
25 26 13
31 25 15
28 29 4
33 32 6
21 34
