31 67
4 0 13
14 0 8
0 17 16
16 0 17
0 21 13
0 9 3
22 0 12
30 1 17
1 12 2
16 1 10
1 23 18
21 1 11
18 1 12
2 7 18
2 25 18
18 2 16
20 2 18
28 2 16
3 30 11
3 16 5
24 3 18
6 3 4
3 25 15
24 4 4
15 5 1
5 13 4
9 5 19
5 22 12
6 14 9
6 23 15
7 6 9
6 21 3
6 11 6
7 29 2
8 15 14
30 8 11
13 8 15
8 23 6
29 8 9
8 28 6
27 8 18
23 9 10
21 9 19
20 10 1
18 11 5
12 30 9
13 14 5
14 19 14
16 15 9
15 25 8
20 15 3
27 15 9
21 16 10
26 16 9
17 19 5
18 17 19
21 18 7
28 18 10
21 23 9
25 22 19
24 23 18
23 28 18
25 24 2
29 25 12
25 26 4
26 28 16
29 27 20
19 10
