38 126
19 0 19
0 10 17
37 0 10
0 12 13
33 1 3
23 1 13
1 3 9
5 1 19
1 22 12
36 1 3
1 15 2
1 16 14
21 1 2
18 2 16
2 23 20
2 10 20
2 17 17
2 8 13
25 2 5
2 37 10
2 21 18
27 2 4
35 3 9
3 25 13
29 3 3
33 4 18
4 31 8
4 32 16
5 4 4
4 8 11
25 4 13
34 4 2
4 16 7
4 37 19
4 11 9
31 5 2
37 5 11
5 29 15
23 6 6
28 6 12
34 6 18
12 6 1
18 7 7
7 10 13
7 25 16
7 30 17
33 8 3
19 8 16
33 9 5
19 9 11
10 9 15
22 9 15
9 21 13
9 29 20
10 18 16
36 10 18
10 25 17
10 12 17
27 10 5
11 10 8
11 31 6
28 11 16
17 11 7
36 11 7
25 11 12
34 11 19
11 15 13
30 11 19
12 18 18
12 31 18
12 32 17
20 12 5
26 12 7
13 14 3
14 28 14
14 20 7
22 15 18
16 15 6
28 16 7
36 16 18
37 16 17
21 16 12
17 18 10
33 17 17
23 17 17
17 34 1
29 17 10
27 17 19
17 30 8
18 19 4
23 18 4
32 18 15
35 18 20
34 18 8
18 21 14
18 30 2
20 18 13
19 31 12
32 19 14
21 19 8
31 20 13
20 37 10
21 33 17
34 21 13
22 31 9
34 22 18
22 29 13
22 27 15
23 28 15
24 27 7
25 31 4
25 32 5
25 35 2
26 25 8
26 28 11
35 26 8
27 33 20
27 30 13
28 32 9
31 29 18
30 36 4
33 32 9
32 36 12
36 33 18
37 33 8
35 37 8
13 24
