35 83
0 14 17
0 5 18
0 7 1
10 1 12
1 6 18
1 33 2
1 7 6
19 2 12
15 2 13
2 22 5
29 2 16
2 3 3
31 3 10
3 10 16
5 3 8
3 34 2
24 4 9
4 5 20
4 20 14
5 10 13
26 5 13
21 5 14
12 5 11
5 32 12
5 30 13
5 11 10
6 17 20
6 25 7
7 6 4
7 31 12
7 24 7
9 7 8
8 32 16
14 8 5
8 11 8
25 8 18
31 9 3
18 9 19
9 24 3
9 30 5
10 31 16
24 10 10
10 29 15
10 14 5
10 11 13
10 33 10
15 11 3
11 16 13
19 12 7
31 12 8
12 27 6
24 12 9
12 23 2
13 32 16
16 13 4
13 34 17
14 19 18
31 14 6
14 21 5
23 15 16
31 16 12
26 16 16
32 16 3
16 25 13
17 29 2
28 17 15
18 25 6
34 19 5
24 20 14
21 20 2
20 22 7
23 20 2
22 27 11
26 23 10
23 30 17
24 33 4
24 25 13
26 25 19
27 26 17
34 26 13
30 33 14
31 32 8
33 32 18
1 27
