35 91
22 0 6
0 7 11
0 1 6
20 0 10
21 0 8
0 15 15
0 6 13
4 0 8
1 2 4
1 20 5
18 1 16
1 4 16
2 29 14
2 17 11
2 20 6
2 15 14
2 19 1
26 3 11
19 3 4
6 3 7
25 4 16
32 4 7
4 19 2
4 30 18
5 34 12
17 5 8
11 6 7
6 17 11
15 6 3
6 14 1
13 7 3
7 28 11
23 7 14
7 21 10
23 8 3
8 9 15
8 10 19
8 16 15
24 9 15
9 11 1
33 9 3
25 9 4
9 12 13
29 10 8
19 10 16
18 10 19
11 17 1
25 11 9
19 11 8
12 22 19
12 26 11
12 31 19
13 24 18
31 13 1
13 30 10
14 13 17
29 14 19
14 32 2
19 14 1
30 14 6
27 15 13
15 28 5
15 29 3
23 15 15
26 16 10
16 27 15
16 28 5
17 33 9
17 28 18
20 17 3
18 32 5
18 19 11
20 19 15
30 19 15
20 26 13
21 34 17
21 27 5
29 21 14
23 21 17
22 24 15
29 22 14
25 23 20
34 24 17
27 25 20
25 29 7
33 29 7
32 29 6
30 31 5
33 31 19
32 31 20
33 32 1
31 2
