28 62
26 0 7
0 14 13
0 15 7
0 4 13
1 11 18
1 16 16
21 1 3
7 1 20
5 1 10
1 3 4
1 23 9
8 2 8
2 23 11
24 3 15
3 14 8
3 5 3
3 22 17
4 27 18
4 11 17
4 13 18
4 10 20
15 5 12
10 5 7
21 6 13
7 6 11
25 6 14
7 9 4
13 7 6
22 7 8
20 7 5
8 26 18
8 9 4
8 13 16
9 18 19
19 9 1
20 9 13
10 9 11
10 14 18
11 20 12
11 23 3
26 12 19
18 12 2
12 21 11
12 24 1
12 20 16
12 15 20
23 12 16
13 19 7
23 13 19
17 14 16
15 27 9
21 17 16
22 17 13
17 23 15
22 18 14
27 19 11
20 19 17
21 24 6
23 21 11
25 22 14
26 23 18
27 24 10
21 19
