26 64
0 13 10
18 0 2
12 0 18
16 1 17
1 6 1
3 1 13
2 1 2
2 4 11
14 3 11
3 22 7
10 3 7
3 7 7
3 12 19
16 4 5
4 9 16
18 4 16
4 11 18
16 5 17
19 5 13
10 5 20
12 5 15
6 8 4
9 6 17
15 6 9
6 18 13
16 7 5
13 7 20
7 10 13
7 15 4
18 7 13
24 7 12
25 7 5
23 7 2
20 7 7
21 8 1
8 15 3
18 8 10
25 8 8
8 20 18
14 9 20
9 17 5
9 11 9
20 9 9
10 14 18
18 10 10
10 25 18
12 10 2
19 11 9
18 11 7
25 11 15
16 12 17
13 12 17
25 12 1
13 22 12
17 13 14
20 14 9
24 15 9
15 25 13
23 17 1
21 18 7
22 18 16
24 18 5
25 20 4
21 24 6
1 9
