29 63
0 6 1
0 15 1
0 22 19
1 0 3
0 10 7
2 0 15
4 0 5
0 16 8
1 14 16
8 1 5
1 7 15
8 2 8
3 26 18
10 3 12
16 3 19
3 18 2
16 4 6
4 27 14
18 4 16
5 4 2
5 28 18
15 6 1
8 6 4
18 6 14
15 7 3
7 20 10
7 10 11
7 17 3
16 7 1
8 26 13
8 28 8
27 8 1
9 25 4
20 9 20
11 9 9
9 18 4
20 10 14
10 27 4
23 11 12
28 12 10
12 18 8
19 13 10
13 20 19
17 13 16
14 20 7
21 14 18
14 23 15
18 14 9
15 19 8
26 16 18
16 28 16
24 16 12
17 27 2
19 18 8
18 24 12
28 19 10
19 27 4
19 24 4
21 22 12
21 24 19
22 26 17
25 26 2
25 27 20
11 2
