30 77
1 0 15
0 16 18
0 2 19
13 0 16
0 10 13
0 27 13
0 21 12
5 1 10
9 1 10
1 18 18
22 1 6
1 29 2
4 1 6
1 14 18
2 9 19
2 7 16
6 2 7
2 24 4
2 28 18
2 14 17
21 2 7
3 16 5
9 3 15
13 3 14
3 15 3
3 7 3
3 8 2
22 3 15
3 14 6
4 18 16
4 12 6
4 14 15
4 21 7
20 5 8
5 9 14
13 5 4
7 5 8
5 19 11
22 6 13
6 19 12
6 12 20
11 6 8
7 16 2
7 24 7
7 10 7
7 28 4
8 22 1
19 8 7
25 8 8
9 20 13
9 13 16
9 22 18
9 26 10
29 9 15
22 10 11
23 11 2
11 12 5
12 13 15
12 19 8
14 12 9
28 13 3
26 13 19
22 14 4
14 24 20
15 19 7
23 15 6
15 24 8
27 15 20
27 16 2
21 17 2
19 18 11
24 18 19
19 27 9
26 21 19
22 28 6
27 23 14
26 24 19
17 25
