29 70
0 25 17
0 28 15
0 18 13
27 0 11
0 20 9
16 0 4
1 17 12
24 1 8
1 21 17
2 1 16
14 1 12
1 16 8
10 2 5
2 21 14
3 4 14
4 18 19
27 4 19
4 5 7
19 5 1
22 5 4
6 5 8
5 25 7
23 5 14
27 5 5
6 13 10
6 8 18
15 6 19
6 25 5
26 6 3
6 27 11
9 6 12
7 10 12
7 13 8
7 22 11
7 25 10
21 8 5
8 20 15
9 27 4
14 9 2
17 10 3
10 28 10
10 21 16
11 19 6
17 12 2
25 12 12
12 23 4
12 21 17
13 28 17
13 27 11
22 14 16
17 14 1
22 16 9
16 17 9
16 23 12
16 21 15
16 18 18
27 16 16
20 16 4
19 17 14
18 22 7
18 24 11
26 18 19
18 20 13
20 24 10
25 20 6
27 20 4
21 27 20
23 25 12
28 24 5
26 27 4
3 8
