28 62
0 11 19
7 0 13
1 2 19
15 1 2
6 2 2
2 12 5
24 2 17
11 2 13
3 2 11
20 3 10
23 3 7
3 11 18
6 4 15
4 20 11
17 4 11
4 23 2
4 14 4
4 7 9
23 5 18
18 5 19
15 5 12
10 5 14
5 26 7
6 12 13
6 10 4
7 6 16
20 7 13
18 7 5
15 7 14
7 25 4
7 11 20
25 8 2
9 26 19
9 13 2
17 10 20
23 10 14
10 12 16
10 26 5
12 20 14
18 12 4
27 12 20
13 16 3
19 14 1
27 14 13
14 16 7
19 15 15
21 15 12
16 27 9
16 26 6
16 24 18
19 22 3
19 23 7
19 26 6
22 20 4
25 20 20
21 20 7
21 23 6
21 25 12
22 27 12
23 24 14
26 24 9
25 26 15
13 0
