30 79
0 17 7
6 0 19
0 26 17
0 15 18
0 10 18
1 20 17
1 24 6
1 2 18
11 1 7
14 1 17
1 28 14
10 1 18
9 1 9
18 1 18
23 2 20
2 4 7
2 14 1
2 18 10
3 17 13
3 21 15
7 3 11
29 4 11
4 24 11
4 28 8
27 4 2
22 5 4
5 11 15
26 6 8
6 16 11
6 15 20
29 7 8
7 21 1
24 7 8
7 26 1
11 7 6
7 28 13
7 27 12
10 8 6
9 12 8
9 13 15
9 24 4
27 9 7
20 10 5
10 25 1
10 15 12
29 11 9
11 13 3
26 11 20
11 18 18
17 13 11
26 13 7
28 13 16
23 14 15
14 26 15
15 14 1
14 28 2
19 14 12
15 16 2
15 28 4
27 15 3
19 15 16
18 15 1
24 16 5
26 17 1
28 17 15
19 17 9
18 17 12
28 19 16
22 20 15
20 27 2
23 21 14
21 22 15
22 25 17
22 24 14
22 26 18
24 29 19
26 24 11
24 27 2
29 28 19
15 5
