29 73
0 19 1
1 0 20
8 0 9
0 2 6
21 1 8
12 1 16
1 4 17
11 1 5
1 17 6
2 1 18
2 13 4
2 17 6
2 3 20
14 2 17
27 3 5
3 6 1
4 7 18
4 26 14
21 4 13
4 22 7
24 4 8
4 8 18
7 5 19
19 5 20
15 5 17
5 24 18
7 6 15
6 18 2
8 6 18
14 6 4
7 27 3
7 25 20
7 18 8
22 7 1
7 24 18
13 8 6
8 17 14
14 8 20
18 9 7
11 9 13
10 26 5
21 10 10
10 11 17
12 11 15
14 11 15
12 19 11
12 26 17
18 12 14
20 12 11
12 24 10
13 27 12
13 19 2
13 16 19
13 18 13
14 13 2
26 14 20
14 23 6
15 25 14
19 16 15
16 28 17
17 27 6
17 19 20
24 17 6
27 18 5
24 18 19
20 25 17
25 21 8
22 21 18
23 22 5
24 22 7
23 28 7
28 24 14
26 27 16
11 15
