27 69
0 9 5
24 0 11
0 19 12
1 16 2
15 1 19
1 10 6
1 13 20
1 4 11
3 1 8
14 1 11
2 16 5
15 2 16
10 2 16
2 5 5
7 2 7
9 2 2
12 2 10
19 2 11
2 6 20
15 3 1
3 18 14
3 8 3
3 13 9
16 4 17
13 4 18
5 17 1
24 5 3
15 6 18
7 6 18
6 21 20
6 24 12
15 7 9
7 26 16
7 8 15
7 13 15
7 21 12
9 7 3
7 12 18
13 8 3
11 8 10
8 21 9
9 8 18
8 17 12
8 20 2
19 8 6
9 13 18
9 21 16
24 9 6
14 9 18
10 15 20
10 13 18
10 25 1
12 14 7
26 13 5
20 13 17
15 14 5
18 14 8
17 15 13
25 15 18
18 16 7
16 21 17
18 17 20
19 18 14
20 26 5
24 22 18
23 22 9
25 22 20
25 23 10
24 25 16
23 11
