27 75
0 16 2
23 0 6
14 0 7
0 2 10
22 0 10
6 0 7
1 15 15
19 1 9
1 11 3
1 17 15
9 1 7
24 1 9
2 7 12
18 2 4
2 22 8
2 6 3
2 9 13
25 2 1
19 3 2
3 11 3
3 6 5
10 3 3
3 9 12
24 3 7
4 5 1
4 13 7
22 4 7
10 4 18
19 5 12
17 5 19
6 17 11
18 6 15
6 22 16
6 12 4
6 25 20
7 18 17
7 22 5
20 7 17
7 9 8
15 8 6
14 8 4
8 18 13
9 19 15
9 13 4
22 9 8
9 21 3
15 10 4
10 17 2
10 24 14
16 11 17
11 19 4
11 13 19
11 22 3
12 11 5
13 24 17
13 25 8
15 14 6
14 22 16
26 14 14
20 14 19
22 15 18
15 24 17
16 22 3
16 24 4
17 23 4
22 17 7
20 18 1
18 21 8
26 20 4
20 21 5
21 23 2
21 22 5
21 26 10
24 23 19
25 24 15
21 12
