30 65
28 0 9
0 2 13
0 26 16
1 14 14
24 1 10
1 22 1
17 1 11
18 1 6
4 2 4
6 2 16
2 19 16
14 3 8
15 3 3
29 3 3
4 12 1
22 4 9
4 10 6
4 18 2
4 13 19
5 27 8
5 24 8
5 25 8
6 12 5
24 6 3
6 23 16
13 6 14
29 6 11
7 10 8
28 8 17
13 8 6
26 8 15
29 8 1
9 11 2
9 10 14
9 17 1
9 19 2
10 24 20
10 23 9
28 10 8
10 18 10
29 10 16
11 27 16
11 26 5
11 29 15
14 12 11
12 23 17
28 12 18
14 20 6
15 27 1
23 15 19
15 26 8
16 25 15
27 17 15
17 21 2
18 17 11
29 17 14
27 18 5
28 18 5
19 27 3
29 19 3
20 23 15
21 23 7
27 24 6
28 24 19
27 26 19
20 16
