29 69
5 0 10
18 0 5
13 0 19
8 0 11
26 0 8
20 0 14
19 0 8
1 11 1
7 1 16
24 1 6
2 18 5
12 2 1
2 15 17
7 2 3
14 3 10
27 3 9
4 12 14
15 4 9
17 4 5
8 5 17
5 10 20
19 5 3
11 6 5
14 6 7
6 23 6
6 7 9
24 6 20
6 27 2
28 7 1
7 26 5
7 15 7
14 7 2
26 8 20
8 17 20
8 14 4
19 8 20
9 8 17
9 13 19
9 19 11
21 10 9
14 11 9
11 16 17
11 27 8
28 12 12
15 12 14
20 12 5
18 13 19
22 13 9
20 13 19
23 13 13
28 14 8
14 19 2
24 14 19
17 15 14
15 16 14
16 24 14
28 17 7
25 17 17
18 20 17
20 23 2
24 20 7
22 24 4
22 25 13
22 27 17
24 26 7
25 24 9
25 28 5
27 25 5
28 26 6
27 21
