28 74
0 14 14
0 3 16
0 12 12
20 0 11
0 16 8
6 0 19
24 1 10
1 14 1
1 13 2
1 27 7
1 17 11
1 15 10
7 1 19
12 2 8
6 2 4
14 3 4
3 12 19
3 7 6
25 4 5
24 4 5
20 4 20
4 22 7
21 4 1
4 15 14
9 5 19
5 27 4
5 11 2
5 15 9
6 21 20
7 11 18
7 12 5
7 16 20
22 7 7
23 8 12
8 10 2
8 19 20
22 8 10
9 20 12
16 9 18
10 27 12
10 17 9
11 25 17
21 11 9
25 12 7
12 24 18
22 12 12
21 12 4
13 26 18
25 13 11
13 24 4
13 18 1
22 13 2
26 14 10
14 17 1
14 15 13
26 16 7
18 16 13
17 16 10
16 19 9
17 26 10
24 17 6
25 18 6
18 24 3
18 19 13
18 22 19
21 18 11
19 26 19
23 19 8
27 19 6
19 21 16
25 21 19
27 22 6
26 25 7
27 26 20
6 10
