29 90
0 8 11
0 19 4
0 21 11
0 2 12
20 0 20
0 17 16
0 16 16
4 0 12
0 18 10
0 5 9
23 1 12
1 19 3
15 1 10
1 17 5
5 1 1
11 2 12
19 2 12
15 2 9
2 21 6
27 2 16
2 4 7
3 23 17
3 26 20
19 3 9
12 3 1
3 4 2
18 3 20
11 4 18
8 4 16
4 19 10
4 15 7
4 12 20
21 4 7
5 15 2
10 5 18
5 21 18
5 16 17
6 10 15
27 6 12
6 20 15
17 6 15
22 6 15
24 6 15
11 7 18
7 15 18
10 7 15
7 9 7
8 21 3
8 20 15
8 28 8
14 8 20
16 9 13
22 9 8
10 11 6
10 21 16
24 10 20
11 26 12
15 11 1
21 11 10
11 20 17
16 11 1
24 11 5
12 13 12
12 19 3
24 12 12
28 13 6
13 16 8
20 14 20
22 14 9
15 21 7
22 15 13
16 25 18
18 16 18
17 22 8
17 24 6
18 26 11
27 18 9
28 18 14
18 22 8
24 18 12
19 23 11
22 19 10
19 24 20
24 20 6
21 27 10
22 23 10
22 25 2
22 26 16
28 22 12
25 23 7
18 7
