30 82
13 0 4
7 0 1
6 0 4
21 0 19
11 0 16
27 0 8
0 24 8
0 22 15
4 1 5
5 2 5
13 2 4
29 2 12
16 2 10
2 24 4
2 3 15
22 2 13
3 15 3
29 3 16
3 24 1
3 22 8
19 3 13
14 4 8
4 7 1
15 4 13
29 4 13
4 17 12
26 4 6
14 5 10
5 13 17
5 6 8
21 5 16
8 5 20
5 23 1
6 15 2
6 16 1
6 12 15
6 19 7
7 20 18
14 8 19
13 8 3
8 21 10
10 9 17
9 20 14
9 26 18
14 10 19
10 11 10
11 14 12
20 11 5
25 11 17
12 28 10
12 26 13
13 20 4
21 13 15
13 28 13
22 13 10
23 13 1
13 19 6
14 20 3
14 24 16
19 14 2
29 15 3
20 15 5
24 15 10
19 15 15
16 18 20
21 16 19
16 24 17
17 21 9
17 19 2
29 19 16
25 19 10
29 21 11
28 21 1
21 23 9
22 25 6
27 22 12
26 22 9
26 23 7
24 27 12
25 28 18
28 26 14
29 28 3
9 18
