26 66
0 19 18
0 21 20
14 0 9
20 0 12
23 1 2
1 5 6
24 2 15
15 2 1
22 2 6
7 2 18
2 20 15
3 6 18
3 7 12
4 24 5
21 4 18
5 4 1
14 4 14
11 4 4
8 5 10
5 6 17
25 5 3
20 5 14
6 24 12
18 6 7
23 7 18
7 18 6
22 7 13
8 9 18
8 18 10
11 8 16
22 9 7
20 9 18
21 10 14
10 16 10
17 10 19
11 24 10
15 11 19
11 21 8
11 16 11
22 11 11
13 11 4
20 11 9
23 12 20
13 15 6
13 14 11
22 13 20
13 20 6
19 14 20
19 15 10
23 15 20
16 15 3
17 15 18
23 16 11
18 16 11
17 16 4
17 20 14
18 23 17
18 21 1
18 25 20
18 22 18
23 19 14
21 19 9
23 20 10
21 24 18
21 23 3
23 25 15
20 3
