30 64
19 0 15
5 0 15
21 0 15
0 27 5
1 28 13
1 8 13
1 24 1
1 5 19
1 18 20
7 2 10
9 2 12
23 2 19
2 18 14
15 2 12
3 10 17
13 3 15
6 3 11
22 4 1
27 4 17
23 4 5
18 4 18
5 19 11
19 6 17
6 13 7
22 6 18
6 15 11
7 22 4
8 28 13
8 24 10
8 13 19
8 29 8
18 8 12
9 13 6
9 29 9
9 21 10
20 10 20
10 27 13
11 27 15
12 17 14
12 13 3
12 21 3
13 16 3
13 27 8
14 13 16
15 14 7
16 22 7
16 23 13
16 25 11
20 17 17
19 17 18
17 27 15
18 27 12
19 28 3
19 23 19
19 25 14
20 25 5
24 21 18
25 21 10
29 23 16
24 29 13
24 25 1
25 27 3
26 29 18
27 29 16
21 3
