25 73
0 9 20
10 0 3
0 6 14
0 20 17
7 0 13
1 16 5
14 1 7
15 1 18
7 1 20
1 5 17
1 18 12
2 24 20
19 2 1
2 14 16
2 20 14
2 3 3
18 2 19
21 2 2
2 11 8
14 3 9
3 6 13
3 20 15
3 11 7
4 9 2
10 4 6
5 4 12
4 8 12
11 4 13
19 5 18
16 5 10
5 13 11
23 5 20
5 22 8
5 21 2
6 12 1
15 6 7
11 6 15
7 19 15
16 7 14
7 13 17
11 7 12
8 9 19
8 15 15
13 8 1
9 12 20
9 19 15
18 9 4
10 22 7
24 11 1
11 15 10
18 11 14
11 21 9
12 19 1
19 13 8
13 16 1
13 20 8
13 23 16
24 14 18
14 23 9
14 21 7
20 15 14
15 23 1
17 15 19
17 16 14
18 17 19
24 18 12
23 18 2
21 18 11
19 24 19
19 20 5
20 21 9
21 23 11
24 22 7
5 6
