29 62
20 0 8
0 18 2
19 0 7
0 7 5
3 0 17
0 24 2
8 1 16
1 18 15
1 4 16
22 1 9
14 2 14
17 2 17
23 2 8
3 18 6
23 3 8
4 26 14
4 8 1
4 17 20
4 19 17
15 4 8
21 4 5
4 23 18
26 5 11
8 6 10
6 23 11
6 27 14
20 7 12
7 18 17
23 7 13
8 16 2
20 8 14
28 9 7
11 9 19
9 15 8
9 23 3
10 28 19
18 11 17
19 11 3
27 11 11
18 12 9
14 12 10
24 12 7
27 12 11
13 17 10
24 13 11
14 18 16
16 15 18
15 23 6
15 24 13
17 16 6
28 17 12
18 26 10
18 20 2
18 27 2
19 20 16
21 19 10
26 20 6
23 27 18
24 26 12
24 25 7
24 27 18
28 27 20
14 5
