28 72
0 5 18
7 0 4
0 13 20
0 18 19
4 0 5
0 25 8
0 22 1
0 11 18
5 1 3
1 10 20
2 1 16
18 1 13
15 1 1
1 16 16
1 24 1
14 1 5
2 23 17
2 25 9
3 7 2
3 27 1
3 19 7
17 3 9
3 16 20
22 3 18
4 7 11
12 4 5
4 18 1
15 4 15
12 5 12
27 5 9
19 5 14
23 5 11
6 10 8
6 13 5
6 21 11
19 6 8
6 16 1
11 6 19
7 21 19
7 25 5
7 14 19
12 8 4
8 23 16
9 10 11
9 13 16
9 27 17
26 9 13
14 9 11
10 22 18
20 10 1
27 11 17
11 19 1
11 22 7
12 26 8
25 13 1
13 22 11
14 21 11
19 14 19
14 23 10
15 25 8
16 23 1
24 16 11
24 18 3
20 18 15
19 21 11
26 19 17
20 22 15
27 21 4
22 27 20
22 23 3
24 22 2
25 26 1
16 12
