29 69
15 0 12
0 9 1
0 12 14
11 1 3
28 1 2
1 7 17
1 25 19
27 1 14
18 2 15
8 2 12
2 24 8
3 5 8
6 3 15
3 8 6
4 14 16
15 4 18
18 4 19
4 7 3
4 16 6
4 21 14
19 4 17
14 5 17
15 5 7
16 5 3
5 23 7
24 5 9
6 20 14
18 6 20
6 10 10
13 6 7
27 6 12
22 7 12
7 15 14
7 13 13
12 7 15
8 18 6
9 8 9
9 22 18
10 20 14
15 10 12
18 10 14
23 10 19
15 11 14
11 18 2
11 23 19
24 11 18
13 20 13
18 13 4
21 13 13
13 24 12
14 22 20
14 18 14
15 20 20
15 18 5
17 28 8
19 17 9
28 18 5
18 19 3
27 18 14
24 18 6
19 22 6
25 19 13
19 24 18
23 20 4
27 20 17
27 21 12
22 28 18
23 28 5
25 26 2
3 26
