30 80
12 0 9
0 9 3
21 0 13
0 23 11
4 0 13
0 6 13
17 1 18
28 1 2
12 2 10
7 2 10
16 2 6
29 2 4
15 2 15
2 26 7
2 19 10
18 2 1
7 3 18
3 13 11
3 8 7
26 3 10
9 4 15
4 14 13
22 4 1
8 5 1
19 5 10
12 6 2
6 17 9
6 9 10
6 18 13
7 20 7
7 12 8
21 7 15
14 7 19
7 11 20
8 20 17
8 12 7
8 24 12
23 8 20
8 29 8
8 26 6
19 8 13
8 11 18
12 9 11
24 9 12
23 9 7
26 9 14
9 25 5
27 10 7
23 10 2
10 15 6
21 11 4
11 29 10
25 11 3
22 11 2
29 12 17
15 12 1
21 13 8
21 14 4
15 17 17
15 18 6
27 16 14
21 16 13
17 27 19
17 28 9
25 17 9
18 24 6
18 23 12
20 23 4
26 20 20
28 21 18
22 28 2
22 29 16
22 25 3
23 24 13
27 24 14
24 29 20
26 24 13
26 25 20
28 26 6
29 27 19
14 10
