24 67
0 19 11
0 12 19
19 1 17
1 8 9
4 1 17
22 1 20
1 10 7
1 6 2
19 2 16
8 2 6
14 2 18
22 2 10
2 6 6
19 3 18
18 3 11
11 3 10
7 3 11
12 4 15
8 4 2
4 18 4
4 14 18
17 4 17
5 4 10
11 4 8
4 21 10
4 6 10
5 14 18
6 5 17
9 6 11
6 18 18
6 14 8
22 6 3
6 17 14
13 6 7
7 19 5
7 12 2
7 9 6
7 8 5
7 18 8
7 10 13
12 8 2
8 15 2
23 8 5
9 22 1
9 13 10
9 11 9
9 21 18
10 12 19
16 10 17
10 14 10
10 13 20
10 23 18
11 20 5
17 11 7
11 21 1
19 12 15
23 12 15
15 13 14
14 13 4
13 22 6
20 14 13
19 16 16
16 20 8
23 18 2
20 21 16
23 21 3
23 22 1
0 14
