30 85
0 11 16
16 0 4
1 0 3
25 0 19
0 13 20
3 0 15
0 2 1
24 1 5
20 1 2
10 1 14
1 25 4
22 1 7
7 1 18
2 1 10
1 6 2
10 2 8
2 25 9
6 2 4
3 11 18
3 6 13
4 23 4
4 26 2
20 4 5
9 4 7
4 19 8
24 5 10
5 17 3
21 6 5
6 12 8
26 6 14
24 7 17
7 23 8
7 15 20
10 7 5
17 7 1
7 14 10
19 7 5
7 27 20
8 28 1
17 8 9
14 8 11
9 23 18
9 21 15
9 25 19
9 17 2
23 10 3
15 10 20
28 10 1
10 27 9
24 11 13
12 26 13
28 12 16
22 12 11
12 27 8
13 24 20
26 13 1
22 14 4
14 18 6
14 27 7
26 15 14
15 16 15
17 15 11
24 16 20
23 16 18
26 16 3
17 23 7
17 29 6
20 18 16
18 27 11
24 19 19
19 21 12
19 26 1
29 19 13
19 22 17
27 19 19
20 27 17
21 28 14
21 25 4
22 24 6
23 26 12
23 28 11
27 23 11
24 28 7
25 28 2
25 27 11
15 11
