28 64
6 0 9
0 16 7
8 0 14
0 7 8
20 1 14
15 1 6
2 18 5
2 20 13
7 2 16
4 2 9
5 2 11
2 12 17
2 3 10
25 3 12
24 3 12
3 10 15
4 3 12
4 18 12
4 14 6
4 8 18
4 7 19
4 9 20
4 5 14
12 4 5
5 7 20
10 5 2
5 21 19
20 6 17
6 27 15
6 10 19
20 7 11
15 7 11
13 7 17
8 24 5
23 8 20
21 8 4
15 9 6
9 16 18
19 9 13
9 12 1
9 21 10
10 13 2
10 21 13
27 11 10
11 24 7
11 23 17
13 12 19
21 12 16
13 25 9
13 17 10
26 13 10
13 23 11
23 14 14
17 15 11
27 15 9
17 25 10
18 17 13
22 17 2
25 18 8
21 18 14
23 21 10
22 25 15
22 27 4
27 26 8
23 2
