30 90
28 0 19
11 0 20
27 0 1
0 10 6
0 23 7
12 0 1
1 7 17
1 5 20
1 26 16
23 1 2
9 1 2
29 1 3
12 1 4
2 28 20
2 13 9
22 2 19
18 2 7
14 2 10
12 2 16
3 11 17
3 24 9
3 15 8
3 29 13
3 6 1
4 15 6
4 16 10
17 4 9
5 11 16
5 8 14
5 21 15
14 5 19
6 28 12
6 22 13
10 6 5
7 27 16
7 25 2
7 22 11
10 7 5
23 7 17
9 7 12
24 8 14
8 19 15
18 8 16
17 8 12
8 12 20
27 9 4
20 9 15
9 18 1
9 17 5
15 10 5
22 10 13
10 26 6
24 11 5
25 11 13
11 13 2
11 20 10
11 19 20
27 12 8
12 22 10
21 12 13
17 12 13
13 21 11
14 13 7
24 14 20
14 27 11
25 14 17
14 21 12
23 14 7
18 14 1
15 27 9
23 15 10
15 18 6
16 24 17
23 16 16
17 24 11
17 26 3
19 17 10
22 18 4
28 20 2
20 24 17
27 20 6
29 20 7
23 28 1
24 23 1
23 27 11
29 23 16
24 26 9
25 28 7
29 25 20
27 29 5
1 27
