27 78
17 0 1
7 0 20
26 0 14
5 0 5
1 23 10
12 1 20
1 13 4
16 2 2
2 17 14
10 2 4
20 3 6
3 15 3
3 6 6
3 26 20
3 18 6
4 20 17
4 10 20
4 12 5
18 4 13
4 19 2
13 4 7
16 5 12
21 5 11
20 5 8
5 6 18
11 5 4
15 6 2
6 7 9
6 19 5
23 7 3
21 7 5
7 12 8
7 26 10
7 13 13
8 16 4
11 8 9
8 22 19
9 21 8
9 17 3
20 9 7
9 22 19
18 9 20
25 9 2
21 10 14
17 10 14
10 20 5
18 10 12
10 13 7
11 20 14
18 11 11
11 25 17
23 12 6
22 12 8
18 12 15
13 21 12
15 13 10
26 13 8
13 14 18
22 13 11
14 21 3
20 14 7
15 14 20
14 19 7
17 15 7
24 15 13
22 15 13
18 15 10
15 19 9
24 16 7
25 16 7
17 21 9
24 17 3
18 20 13
19 23 20
20 23 18
20 21 3
23 24 1
25 26 5
19 25
