28 72
0 16 6
0 1 6
20 0 8
5 0 14
0 14 4
21 0 5
0 19 20
10 1 11
1 12 5
1 22 18
11 1 4
1 19 15
2 18 10
3 2 1
5 2 6
2 4 19
13 2 15
2 26 11
25 2 7
3 10 1
22 3 10
3 19 19
4 16 3
4 5 9
21 4 10
4 8 4
4 26 18
4 27 6
5 16 19
14 5 5
5 9 5
5 21 14
5 8 5
5 19 12
18 6 19
6 27 5
13 7 1
27 7 14
24 8 3
14 8 9
13 8 18
26 8 12
8 17 2
22 8 8
9 20 15
9 17 3
9 27 9
12 10 13
19 10 18
18 11 3
11 21 6
24 13 14
18 13 16
27 13 11
15 13 1
14 20 16
25 14 12
16 15 14
15 20 10
19 15 14
23 16 4
25 16 7
16 27 13
24 17 4
18 17 4
18 19 15
19 24 16
19 22 15
21 23 16
21 26 5
22 23 16
22 24 18
12 7
