30 70
1 0 1
0 17 10
0 22 3
0 8 5
1 17 4
1 20 12
27 1 14
1 25 19
4 2 17
2 5 7
2 27 10
2 29 20
2 7 8
19 2 20
16 2 8
23 3 20
18 3 7
3 20 14
27 3 3
7 3 17
3 12 16
13 3 11
3 19 6
15 3 8
25 3 12
4 20 12
4 29 16
4 12 11
21 4 19
4 25 3
14 5 8
22 5 12
5 11 19
13 5 7
19 5 5
27 6 17
6 12 19
6 15 19
26 8 2
8 10 4
26 9 6
11 9 12
9 27 13
9 21 7
10 11 4
11 17 20
20 11 15
11 15 20
12 14 15
12 29 20
18 13 8
13 14 1
13 15 9
26 14 8
19 14 12
14 15 2
15 28 1
24 16 20
17 28 8
18 29 16
18 24 15
20 23 14
23 21 5
21 26 11
29 21 19
22 24 14
25 23 9
24 23 5
27 25 17
28 25 19
7 8
