30 76
26 0 2
0 5 18
0 2 14
11 0 5
16 0 11
14 0 14
4 1 1
1 25 13
1 16 15
1 14 20
2 18 15
2 5 3
2 7 6
13 3 11
9 3 10
24 3 12
4 15 2
4 12 2
28 4 18
13 4 9
4 9 14
4 29 13
5 25 8
5 20 2
16 5 11
14 5 6
24 5 4
6 18 9
26 6 17
6 28 9
11 6 20
6 19 12
14 6 20
25 7 3
7 11 16
16 7 3
17 7 3
23 8 14
10 8 4
29 8 14
15 9 7
28 9 14
16 9 9
10 18 1
26 10 1
19 10 13
25 11 2
14 11 5
11 27 9
12 26 3
20 12 15
21 13 13
14 18 17
14 28 14
26 15 14
15 28 7
21 15 17
15 16 19
15 24 4
16 23 13
28 16 4
16 20 3
16 24 7
18 17 6
29 17 9
20 25 20
29 21 1
22 21 14
23 26 3
23 24 11
26 24 19
28 24 13
26 25 16
25 28 17
28 26 14
26 29 5
22 27
