29 74
0 6 14
14 0 10
10 0 6
0 19 15
0 24 18
0 15 14
26 0 10
0 4 14
0 5 10
1 6 14
1 11 15
1 17 2
1 10 8
12 1 19
9 1 20
5 1 8
2 11 18
7 2 4
2 10 6
18 2 5
2 12 5
28 3 6
13 3 14
4 3 10
4 7 8
4 14 3
10 4 8
4 19 8
24 4 2
5 27 8
28 5 9
20 5 8
27 6 19
18 6 2
24 6 5
24 7 5
13 7 18
15 7 1
8 27 2
14 8 5
17 8 19
19 8 14
8 25 19
23 8 2
13 8 9
15 8 15
9 27 18
14 9 16
9 10 15
9 16 5
9 15 9
22 9 15
26 9 11
27 10 1
18 10 15
10 12 13
10 22 8
11 27 5
11 13 20
14 12 14
20 12 15
12 15 2
14 13 10
19 13 13
13 28 3
25 13 17
20 14 11
15 27 19
18 15 3
28 17 3
21 17 10
26 18 7
19 28 16
24 26 2
10 13
