25 64
1 0 12
0 7 2
0 17 8
0 4 13
0 20 5
24 0 13
0 8 11
2 1 19
1 13 3
1 9 16
17 1 7
11 2 19
2 12 5
3 2 13
2 10 14
12 3 13
17 3 6
15 3 19
20 3 1
18 4 6
19 4 10
4 16 14
4 7 17
4 6 12
14 5 11
5 24 4
6 19 13
12 6 4
7 11 5
13 7 18
10 7 17
8 9 17
8 21 18
8 17 18
18 9 12
18 10 6
21 10 13
10 20 5
14 11 6
12 18 8
12 13 19
17 12 4
12 24 7
13 23 8
13 22 3
13 20 4
19 14 1
14 17 12
14 15 3
20 14 1
14 24 7
21 15 15
16 19 10
21 16 20
22 16 12
16 20 6
17 18 20
17 20 7
20 18 14
19 24 3
23 20 15
22 21 13
24 21 11
24 23 5
15 19
