27 72
19 0 14
25 0 1
0 20 6
0 3 16
13 0 3
7 0 17
23 0 9
20 1 4
1 22 14
18 1 13
4 1 6
1 11 7
21 1 12
1 6 11
1 23 20
2 10 18
2 16 4
14 2 14
2 17 16
15 3 2
3 5 2
8 3 6
22 3 11
3 11 8
21 3 1
3 14 9
4 25 5
4 16 1
4 8 5
4 11 9
6 4 20
5 24 13
5 22 8
5 13 10
23 6 9
9 6 20
17 6 7
7 19 9
7 10 11
20 7 9
22 7 11
8 10 4
8 17 15
16 9 11
15 9 7
9 13 20
26 9 18
9 11 7
9 23 15
25 10 6
10 13 19
10 11 5
10 23 15
22 11 5
26 11 13
11 18 3
14 11 16
20 12 7
22 12 19
21 12 6
13 24 8
21 14 19
15 24 5
15 26 9
21 15 18
24 16 18
16 22 3
19 18 10
19 21 16
21 20 11
25 23 4
24 23 5
12 17
