28 66
0 4 13
5 0 6
3 0 12
6 1 18
1 17 14
25 1 3
15 2 4
2 8 17
2 27 5
2 9 6
2 14 18
2 25 17
22 3 17
4 3 9
5 3 1
3 27 8
3 25 6
24 4 16
16 4 19
9 4 14
4 25 18
15 5 19
5 24 1
26 5 19
19 6 18
6 20 19
18 6 2
9 6 8
6 13 5
14 6 19
7 23 2
7 24 7
21 7 13
7 18 4
24 8 19
8 13 17
8 14 18
8 11 13
9 23 17
9 24 13
9 17 18
9 16 1
9 27 9
10 22 16
10 23 1
17 10 10
10 26 8
11 15 12
24 12 1
21 12 6
22 13 6
17 13 19
16 13 1
14 17 14
27 15 7
17 26 5
19 18 16
23 18 5
20 18 4
24 18 2
20 19 6
20 25 2
21 25 8
26 22 14
22 25 5
25 24 5
20 8
