28 64
0 8 14
0 19 8
5 0 7
27 0 20
19 1 6
21 1 13
15 1 11
1 24 14
16 2 7
2 23 11
27 2 13
7 3 10
15 3 2
20 3 16
21 4 8
4 15 15
26 4 13
11 5 14
16 5 13
5 18 5
5 23 8
6 5 4
7 6 9
18 6 17
6 23 14
6 14 7
19 7 10
16 7 1
7 18 14
15 7 4
8 9 10
8 16 18
24 8 6
15 9 8
23 9 18
14 9 10
21 10 5
23 10 8
11 25 20
11 22 4
15 11 13
24 11 14
12 24 10
12 27 12
25 13 10
18 14 19
14 21 15
14 26 18
15 19 3
26 15 12
20 15 6
17 16 11
16 27 3
17 25 2
17 21 17
17 24 3
25 18 12
18 19 5
21 18 1
21 19 16
24 19 15
20 23 7
27 21 3
27 24 18
9 13
