26 66
19 0 14
20 0 5
0 6 16
0 24 18
1 17 8
16 1 20
1 21 8
14 1 18
19 2 19
2 4 16
2 21 3
2 3 19
15 2 3
3 22 12
3 19 1
12 3 6
24 3 9
15 3 18
25 3 16
4 11 14
21 4 17
4 14 11
15 4 18
5 19 5
5 20 10
5 12 12
24 5 5
5 15 16
5 25 5
6 21 5
11 7 14
16 7 12
21 7 10
8 7 14
8 19 13
8 17 16
19 9 13
9 20 16
9 13 19
23 9 17
9 21 4
9 14 13
9 24 19
18 10 19
10 19 14
10 12 7
24 10 15
19 11 11
11 20 9
14 11 19
11 15 3
14 12 12
12 15 17
13 18 13
23 13 10
14 13 8
17 14 10
14 23 4
15 14 6
15 22 1
17 16 15
23 16 14
19 18 15
18 23 18
19 25 2
23 20 1
15 24
