29 68
0 15 5
9 0 18
0 5 1
0 4 2
0 19 7
16 0 16
5 1 10
20 1 18
16 1 13
27 2 8
2 7 3
2 15 11
6 3 18
5 3 16
3 24 18
26 3 5
4 17 9
4 23 14
4 6 11
4 28 14
4 21 17
4 20 11
5 8 11
9 5 2
5 24 5
5 21 11
25 5 13
26 5 20
6 25 5
13 6 20
6 16 20
17 7 15
8 7 15
7 24 3
7 19 20
8 18 19
8 11 10
8 19 19
26 8 13
14 9 13
9 19 1
10 17 2
22 10 2
10 25 20
11 27 4
15 11 10
11 28 18
11 18 17
12 28 15
13 15 1
14 13 7
15 14 19
22 14 4
14 20 8
23 15 9
28 15 4
22 15 15
15 26 10
16 18 15
24 16 10
21 17 16
17 25 6
17 20 9
18 22 8
20 23 4
24 27 2
25 26 5
28 26 1
28 10
