26 65
0 7 11
24 0 15
0 9 7
23 0 6
1 6 19
19 1 15
1 10 1
1 18 4
2 19 8
10 2 1
2 3 6
3 17 15
3 20 16
3 6 7
8 3 6
4 5 11
8 4 3
10 4 13
7 5 1
20 5 4
11 5 14
5 19 10
5 9 17
16 5 7
12 6 1
14 6 11
6 11 20
6 15 2
6 23 8
25 7 13
7 10 1
22 7 7
8 24 16
20 8 2
19 8 6
8 15 20
22 8 5
24 9 10
15 9 17
9 23 6
22 9 4
13 10 6
10 11 20
21 10 3
22 10 20
20 11 1
11 19 15
12 19 5
13 17 12
20 13 19
14 13 4
15 13 15
22 13 6
17 14 8
14 19 9
15 14 12
21 14 5
15 19 12
16 24 4
18 20 11
18 21 13
18 23 7
24 19 12
21 25 14
25 22 9
7 17
