29 66
21 0 19
18 0 9
0 23 9
25 0 17
0 27 17
26 1 11
1 16 17
1 5 18
1 3 9
2 19 11
21 2 19
2 24 6
11 2 13
25 2 2
3 16 9
3 22 4
3 8 9
4 26 10
13 4 20
4 7 14
27 4 8
5 18 3
11 5 12
6 5 5
5 8 3
5 28 11
7 6 9
6 15 4
6 28 5
7 12 14
17 7 19
28 7 2
11 8 12
9 8 20
27 8 8
16 9 8
9 12 2
9 10 5
9 17 16
21 10 2
10 12 15
10 17 13
20 10 17
18 11 7
11 23 19
20 11 9
14 11 13
25 12 19
17 13 11
13 28 10
16 14 7
14 15 15
16 15 6
21 15 12
15 23 9
15 20 11
16 24 8
16 28 8
18 26 14
21 19 11
19 25 4
23 22 17
22 27 6
25 23 6
26 27 15
26 28 14
28 19
