31 65
27 0 12
0 20 20
16 0 15
0 18 19
26 0 19
1 11 1
12 1 10
2 7 3
22 2 2
5 2 9
3 2 18
4 3 10
3 11 11
18 3 2
14 3 3
3 29 11
3 21 1
4 18 19
5 7 16
5 15 2
5 18 9
5 25 17
5 9 1
21 5 19
25 6 9
24 6 4
11 7 16
20 7 9
7 22 10
8 22 9
9 30 5
18 9 7
9 21 15
10 11 14
28 10 16
11 15 5
22 11 2
11 24 20
12 20 5
12 22 13
17 13 13
13 14 20
21 13 17
30 14 12
28 14 17
14 17 17
18 14 7
15 27 7
23 15 4
28 15 14
15 16 8
25 15 13
24 15 16
22 17 6
23 19 3
21 19 2
20 27 16
20 23 19
21 27 12
29 21 16
23 22 19
28 22 5
29 22 19
25 26 17
30 26 6
15 29
