33 101
9 0 2
0 29 14
4 0 17
7 0 11
0 18 8
10 1 7
1 22 10
1 4 10
16 1 1
12 1 19
2 29 20
19 2 16
2 22 2
2 12 6
28 2 12
2 15 11
5 2 2
18 2 20
3 21 4
19 3 12
3 23 20
32 3 20
3 4 10
26 3 12
4 29 15
30 4 14
11 4 2
4 24 13
7 4 18
5 4 18
5 10 10
14 5 8
19 5 11
5 24 16
6 9 6
11 6 12
7 21 4
22 7 16
7 28 11
15 7 11
7 18 18
21 8 11
22 8 13
8 32 9
12 8 18
9 17 12
29 9 10
30 9 15
28 9 2
9 24 13
10 21 20
10 22 14
10 16 6
12 10 17
24 10 19
15 10 11
10 18 2
11 21 20
27 12 19
23 12 15
32 12 5
31 12 5
16 12 7
12 15 6
25 13 18
23 14 17
14 15 14
15 21 16
20 15 7
16 25 15
17 23 20
17 28 8
18 21 3
20 18 2
23 18 19
18 32 3
31 18 19
18 24 15
18 26 16
20 19 13
19 31 15
30 19 10
26 19 17
20 29 12
23 20 17
24 20 9
28 21 1
22 27 3
23 22 1
32 22 16
22 30 3
22 28 5
24 22 13
32 24 20
27 32 7
29 28 15
32 28 19
31 28 6
32 29 11
29 31 17
32 31 9
6 13
