38 113
27 0 19
0 16 20
0 23 15
1 17 3
32 1 2
1 8 5
9 1 15
1 36 14
23 1 6
2 1 14
34 2 7
2 22 13
2 29 15
11 2 9
6 2 10
2 33 4
23 2 10
3 19 7
24 3 12
3 12 13
3 37 11
20 3 12
3 5 7
21 3 6
24 4 19
4 12 2
8 4 14
4 9 15
14 4 8
5 8 9
5 37 15
6 18 17
29 6 10
6 15 15
6 28 11
20 6 12
13 6 10
7 22 5
17 7 13
29 7 9
31 7 8
7 12 17
8 7 20
28 7 11
10 7 7
30 7 19
13 7 20
8 24 5
32 8 11
8 12 15
33 8 18
14 8 4
21 8 20
37 9 7
9 14 18
35 9 19
10 19 20
34 10 11
10 17 6
33 10 19
23 10 4
11 25 16
11 18 15
24 11 14
11 15 12
11 33 10
13 17 16
13 29 7
15 13 12
21 13 13
13 35 7
14 17 20
14 21 15
14 35 18
19 15 12
32 15 12
36 15 2
15 16 6
17 25 14
17 24 3
36 17 13
17 33 9
23 17 16
18 19 2
18 27 4
18 22 10
20 18 4
21 18 10
25 19 15
19 22 19
29 19 6
26 19 5
20 22 15
36 20 1
23 20 13
35 20 5
26 21 12
24 22 20
29 23 13
31 23 16
23 32 19
23 36 19
23 26 8
28 24 8
25 30 11
26 33 1
26 35 4
27 32 20
34 28 7
30 31 6
31 33 8
34 32 1
33 34 7
34 37
