35 84
10 0 7
26 0 13
0 29 8
0 8 2
1 22 1
24 1 14
12 2 18
2 26 16
2 21 20
2 4 7
3 9 5
17 3 20
3 34 18
3 26 5
3 24 1
12 4 17
9 4 12
32 4 12
8 4 16
4 28 4
5 19 5
5 10 12
5 29 13
5 30 7
21 5 14
16 5 16
27 5 4
24 5 4
6 25 2
7 10 17
7 34 18
7 33 15
7 20 16
7 21 7
28 7 16
8 9 8
26 8 3
15 8 3
31 8 13
9 14 17
19 9 20
9 22 19
9 29 5
30 9 18
9 28 11
10 19 3
22 10 17
25 10 14
10 31 18
10 28 7
14 11 15
11 19 20
11 32 8
24 11 11
19 12 19
12 30 20
12 21 15
13 19 19
13 17 3
13 30 12
16 13 11
19 14 18
25 14 10
23 16 13
16 32 7
33 16 1
22 17 13
31 17 4
24 17 4
28 17 11
29 18 15
28 18 10
25 19 18
21 23 13
21 31 15
23 22 12
34 22 4
29 22 14
22 27 4
24 31 16
26 25 2
30 25 2
31 25 4
32 27 19
15 20
