36 73
0 25 1
0 28 10
14 1 13
1 22 6
19 1 10
34 1 11
17 2 10
18 2 11
7 2 6
31 3 2
3 7 11
16 3 9
4 11 17
29 4 13
24 4 7
10 4 10
17 5 13
5 14 8
5 30 16
5 23 6
30 6 6
32 6 19
20 6 7
25 7 14
7 26 6
7 14 1
12 7 3
10 7 20
8 25 9
8 27 20
21 8 9
20 8 1
8 28 14
9 14 18
32 9 8
13 9 8
9 34 12
10 35 20
10 29 13
11 35 11
12 11 17
35 12 4
15 12 19
13 32 19
13 22 17
34 13 6
17 14 7
27 14 9
14 15 2
16 32 16
28 16 18
27 17 6
24 18 3
19 22 5
19 24 14
27 20 13
26 20 3
21 32 15
25 23 18
24 35 4
24 30 12
28 24 18
27 25 13
25 26 12
32 25 19
34 25 15
26 35 6
26 33 4
26 28 17
34 26 1
28 29 16
35 32 15
34 35 14
22 31
