37 105
0 30 12
0 7 7
14 0 5
0 12 15
23 0 14
0 20 17
8 0 1
1 36 7
30 1 15
16 1 2
1 23 6
1 21 12
2 7 13
2 29 10
2 34 13
21 2 6
2 25 15
24 2 15
32 2 1
3 36 6
30 3 5
3 34 12
15 3 15
3 25 17
3 8 16
24 3 11
3 35 6
36 4 18
19 4 7
4 5 19
33 5 15
24 5 17
30 6 5
14 6 14
29 6 18
6 34 9
6 31 3
14 7 3
16 7 4
7 26 11
7 23 19
11 7 20
7 18 12
7 24 8
13 8 4
8 10 4
8 18 17
9 12 17
28 9 11
9 15 11
13 10 12
14 10 9
27 10 10
10 19 8
24 10 1
30 11 9
14 12 14
12 24 10
12 35 13
14 13 9
34 13 17
28 13 13
13 21 12
13 15 20
25 13 18
13 24 10
14 36 16
23 14 20
20 14 14
14 28 13
14 35 15
15 23 5
15 21 9
15 27 5
15 19 15
16 26 7
16 34 3
16 28 14
24 16 9
22 16 8
36 17 19
17 30 14
17 31 1
18 21 5
18 32 3
27 19 8
19 31 7
20 30 3
21 31 12
27 23 8
23 31 18
24 23 14
35 23 11
24 28 17
25 36 1
31 25 5
26 34 1
31 26 1
33 28 5
28 35 17
29 36 14
29 33 3
31 29 20
30 35 18
32 35 18
0 29
