38 83
31 0 2
0 17 18
13 0 14
0 28 5
1 3 13
13 1 1
33 1 4
1 19 16
2 18 4
3 13 12
11 3 14
3 14 10
3 27 5
25 4 6
4 22 2
5 31 13
13 5 3
5 19 3
5 24 4
35 5 16
25 6 12
6 28 17
22 6 15
36 6 1
6 37 11
27 6 20
7 9 20
7 34 12
32 7 2
21 7 10
7 28 10
24 7 4
7 26 20
12 8 7
8 34 17
8 32 20
8 21 9
8 16 2
14 8 2
25 9 20
9 31 13
32 9 19
20 9 19
10 33 2
12 10 7
37 10 17
26 10 7
15 11 11
11 24 8
22 13 16
23 13 18
14 30 7
14 16 3
14 20 19
35 14 3
25 15 12
15 30 2
15 27 8
16 25 6
21 16 6
27 16 1
17 23 6
26 17 6
18 31 3
18 24 3
19 35 17
26 20 16
21 31 20
21 22 11
28 22 8
35 22 12
29 23 9
23 36 4
24 35 16
37 25 18
26 32 5
27 26 6
27 36 7
29 36 13
29 37 5
33 32 12
32 37 5
34 33 19
36 2
