34 118
0 31 2
0 1 6
0 15 6
2 0 13
0 25 5
26 1 18
1 6 3
1 16 15
27 1 3
4 1 19
32 1 13
1 12 2
2 6 20
27 2 15
2 19 3
3 21 15
6 3 11
7 3 15
17 3 6
33 3 13
12 3 11
4 6 3
22 4 3
29 4 3
11 4 16
17 4 19
4 33 18
14 5 18
5 22 19
29 5 3
5 17 11
5 25 7
23 5 2
19 5 19
22 6 6
6 7 19
8 6 3
19 6 20
12 6 13
7 14 16
29 7 14
11 7 6
7 15 15
7 24 3
8 7 11
25 7 2
7 33 17
23 7 20
12 7 17
30 8 9
28 8 19
8 12 14
14 9 13
10 9 3
9 31 15
9 16 15
12 9 3
18 10 11
16 10 14
11 26 18
20 11 11
11 16 16
11 27 1
11 22 2
11 29 1
25 11 5
33 11 6
18 12 7
12 26 14
14 12 1
12 15 16
12 24 1
32 12 13
14 13 20
22 13 1
28 13 7
24 13 14
22 14 6
30 14 13
14 25 13
21 15 13
15 31 5
15 27 14
15 22 17
17 15 15
31 16 2
17 16 13
24 16 13
16 33 19
32 16 2
17 18 7
17 27 3
29 17 5
17 28 4
18 31 7
18 33 2
20 19 19
25 19 14
33 19 16
20 26 14
22 20 9
20 30 4
23 20 16
21 22 9
21 25 20
22 31 18
28 22 12
23 30 3
24 26 15
24 27 10
24 30 16
25 26 3
31 25 13
30 26 2
26 32 8
33 29 10
31 30 17
32 31 14
25 6
