36 128
0 15 18
0 32 5
0 34 17
0 14 20
0 30 9
3 0 16
0 19 13
6 0 12
0 24 14
26 0 17
1 21 10
34 2 7
3 2 2
12 2 3
2 4 12
35 2 11
27 2 16
26 2 3
23 2 6
3 18 12
3 22 15
3 13 20
14 3 14
16 3 19
3 10 15
3 20 19
25 3 2
31 3 16
4 33 13
4 6 8
5 14 5
5 12 19
35 5 1
5 6 13
5 7 19
24 5 8
23 5 16
18 6 5
6 29 19
17 6 7
6 9 16
6 33 4
6 21 5
6 23 18
13 7 7
7 30 6
9 7 19
7 10 2
7 20 9
19 7 10
24 7 10
27 7 11
26 7 15
8 9 7
16 8 7
24 8 14
26 8 12
9 15 19
9 32 20
17 9 11
9 20 6
19 9 12
11 9 2
24 9 12
10 22 15
35 10 12
10 27 15
28 10 2
18 11 20
15 11 8
17 11 7
11 19 15
11 33 1
29 12 16
34 12 4
13 15 9
13 32 8
30 13 10
27 13 12
13 28 17
14 19 5
33 14 9
26 14 18
18 15 19
30 15 12
27 15 11
23 15 5
16 22 8
24 16 3
27 16 10
16 23 5
17 19 20
17 35 20
17 27 15
23 17 20
29 18 17
22 18 17
18 30 8
34 19 4
26 19 18
22 20 19
32 20 17
20 31 13
20 28 19
22 29 20
33 22 6
25 22 17
31 22 1
22 23 17
23 27 1
31 23 7
28 23 13
33 24 1
24 27 2
24 26 4
32 25 6
27 25 14
30 26 5
33 26 19
31 26 14
28 27 1
32 28 12
33 28 11
30 32 5
34 30 14
30 33 20
35 30 12
32 35 18
10 1
