38 103
0 18 18
36 0 18
3 0 2
6 0 7
16 0 7
1 32 10
1 9 15
1 27 17
20 1 7
1 30 7
2 32 8
2 17 7
10 2 3
9 2 7
11 2 11
2 16 15
2 30 1
13 3 1
10 3 6
14 3 1
3 34 19
3 31 5
11 3 12
33 3 19
3 30 12
9 4 14
4 27 18
4 28 19
32 5 11
12 5 13
5 6 2
5 24 20
22 5 6
29 5 9
5 20 6
17 6 11
6 12 11
14 6 11
34 6 20
6 11 7
6 28 20
13 7 13
7 37 11
32 7 11
14 7 12
25 7 2
28 7 16
32 8 9
8 17 19
12 8 14
8 15 19
9 37 6
25 9 13
9 33 9
9 28 13
15 9 3
36 10 20
32 10 15
10 16 10
10 20 9
37 11 20
24 11 3
11 25 8
15 11 9
20 11 5
34 12 16
21 12 20
33 12 13
28 12 1
13 19 16
16 13 2
33 13 19
15 21 10
16 37 5
17 16 1
27 16 19
16 21 15
30 16 8
32 17 6
17 23 8
17 27 8
17 25 8
17 28 19
18 36 19
23 18 2
26 18 12
18 28 1
29 19 16
20 34 14
21 20 16
23 21 3
35 21 3
21 25 14
22 23 7
28 23 15
36 24 15
28 25 5
26 29 17
26 30 14
32 27 18
34 27 15
32 33 4
36 34 12
3 22
